date,CH4
1983-05-08,7.4055990013249495
1983-05-15,7.408821585150766
1983-05-22,7.408821585150766
1983-05-29,7.408821585150766
1983-06-05,7.401283766087281
1983-06-12,7.40066547556906
1983-06-19,7.40066547556906
1983-06-26,7.404367367338558
1983-07-03,7.40066547556906
1983-07-10,7.398810142944174
1983-07-17,7.398810142944174
1983-07-24,7.398810142944174
1983-07-31,7.391350805966088
1983-08-07,7.398810142944174
1983-08-14,7.398810142944174
1983-08-21,7.40066547556906
1983-08-28,7.4028259933775695
1983-09-04,7.403134519229036
1983-09-11,7.403134519229036
1983-09-18,7.403134519229036
1983-09-25,7.4040593738709415
1983-10-02,7.417518238320235
1983-10-09,7.417518238320235
1983-10-16,7.417518238320235
1983-10-23,7.419339365042868
1983-10-30,7.419339365042868
1983-11-06,7.415084497440707
1983-11-13,7.413866306484145
1983-11-20,7.411652204661146
1983-11-27,7.411270446358158
1983-12-04,7.409894182203078
1983-12-11,7.409894182203078
1983-12-18,7.412645120799194
1983-12-25,7.409894182203078
1984-01-01,7.408971984607007
1984-01-08,7.412645120799194
1984-01-15,7.412645120799194
1984-01-22,7.414781594508241
1984-01-29,7.419439134361997
1984-02-05,7.414781594508241
1984-02-12,7.414781594508241
1984-02-19,7.414781594508241
1984-02-26,7.413408649678959
1984-03-04,7.4117280253292925
1984-03-11,7.4117280253292925
1984-03-18,7.4117280253292925
1984-03-25,7.412033817280347
1984-04-01,7.414588619178556
1984-04-08,7.417136910693234
1984-04-15,7.414829274181949
1984-04-22,7.409892618678788
1984-04-29,7.413828251773146
1984-05-06,7.412568577387942
1984-05-13,7.413459209239112
1984-05-20,7.40859143625417
1984-05-27,7.408899741165661
1984-06-03,7.43528904116616
1984-06-10,7.488476206920188
1984-06-17,7.488476206920188
1984-06-24,7.513356212262112
1984-07-01,7.5232441153466745
1984-07-08,7.5232441153466745
1984-07-15,7.513356212262112
1984-07-22,7.40467557017619
1984-07-29,7.4040593738709415
1984-08-05,7.403442797633682
1984-08-12,7.403134519229036
1984-08-19,7.403442797633682
1984-08-26,7.40467557017619
1984-09-02,7.406214553671955
1984-09-09,7.413866306484145
1984-09-16,7.413866306484145
1984-09-23,7.418303864376542
1984-09-30,7.418303864376542
1984-10-07,7.418303864376542
1984-10-14,7.423207184983041
1984-10-21,7.423207184983041
1984-10-28,7.423207184983041
1984-11-04,7.425472600351975
1984-11-11,7.427732895212009
1984-11-18,7.427732895212009
1984-11-25,7.423207184983041
1984-12-02,7.427732895212009
1984-12-09,7.421536530573761
1984-12-16,7.419412057243514
1984-12-23,7.417283060915644
1984-12-30,7.417135859175394
1985-01-06,7.41796621386562
1985-01-13,7.418648900436232
1985-01-20,7.415430946842017
1985-01-27,7.414753587913741
1985-02-03,7.415092324729767
1985-02-10,7.415300026554979
1985-02-17,7.416582908085455
1985-02-24,7.416582908085455
1985-03-03,7.417319107018614
1985-03-10,7.424097657434999
1985-03-17,7.424097657434999
1985-03-24,7.424097657434999
